Time [s], x, der(x)
0.4225, 0.655406, -0.655406
0.423, 0.655079, -0.655079
0.4235, 0.654751, -0.654751
0.424, 0.654424, -0.654424
0.4245, 0.654097, -0.654097
0.425, 0.65377, -0.65377
0.4255, 0.653443, -0.653443
0.426, 0.653116, -0.653116
0.4265, 0.65279, -0.65279
0.427, 0.652464, -0.652464
0.4275, 0.652137, -0.652137
0.428, 0.651811, -0.651811
0.4285, 0.651486, -0.651486
0.429, 0.65116, -0.65116
0.4295, 0.650834, -0.650834
0.43, 0.650509, -0.650509
0.4305, 0.650184, -0.650184
0.431, 0.649859, -0.649859
0.4315, 0.649534, -0.649534
0.432, 0.649209, -0.649209
0.4325, 0.648885, -0.648885
0.433, 0.64856, -0.64856
0.4335, 0.648236, -0.648236
0.434, 0.647912, -0.647912
0.4345, 0.647588, -0.647588
0.435, 0.647265, -0.647265
0.4355, 0.646941, -0.646941
0.436, 0.646618, -0.646618
0.4365, 0.646294, -0.646294
0.437, 0.645971, -0.645971
0.4375, 0.645649, -0.645649
0.438, 0.645326, -0.645326
0.4385, 0.645003, -0.645003
0.439, 0.644681, -0.644681
0.4395, 0.644359, -0.644359
0.44, 0.644036, -0.644036
0.4405, 0.643714, -0.643714
0.441, 0.643393, -0.643393
0.4415, 0.643071, -0.643071
0.442, 0.64275, -0.64275
0.4425, 0.642428, -0.642428
0.443, 0.642107, -0.642107
0.4435, 0.641786, -0.641786
0.444, 0.641465, -0.641465
0.4445, 0.641145, -0.641145
0.445, 0.640824, -0.640824
0.4455, 0.640504, -0.640504
0.446, 0.640184, -0.640184
0.4465, 0.639864, -0.639864
0.447, 0.639544, -0.639544
0.4475, 0.639224, -0.639224
0.448, 0.638905, -0.638905
0.4485, 0.638585, -0.638585
0.449, 0.638266, -0.638266
0.4495, 0.637947, -0.637947
0.45, 0.637628, -0.637628
0.4505, 0.637309, -0.637309
0.451, 0.636991, -0.636991
0.4515, 0.636672, -0.636672
0.452, 0.636354, -0.636354
0.4525, 0.636036, -0.636036
0.453, 0.635718, -0.635718
0.4535, 0.6354, -0.6354
0.454, 0.635083, -0.635083
0.4545, 0.634765, -0.634765
0.455, 0.634448, -0.634448
0.4555, 0.634131, -0.634131
0.456, 0.633814, -0.633814
0.4565, 0.633497, -0.633497
0.457, 0.63318, -0.63318
0.4575, 0.632864, -0.632864
0.458, 0.632547, -0.632547
0.4585, 0.632231, -0.632231
0.459, 0.631915, -0.631915
0.4595, 0.631599, -0.631599
0.46, 0.631284, -0.631284
0.4605, 0.630968, -0.630968
0.461, 0.630653, -0.630653
0.4615, 0.630337, -0.630337
0.462, 0.630022, -0.630022
0.4625, 0.629707, -0.629707
0.463, 0.629393, -0.629393
0.4635, 0.629078, -0.629078
0.464, 0.628764, -0.628764
0.4645, 0.628449, -0.628449
0.465, 0.628135, -0.628135
0.4655, 0.627821, -0.627821
0.466, 0.627507, -0.627507
0.4665, 0.627194, -0.627194
0.467, 0.62688, -0.62688
0.4675, 0.626567, -0.626567
0.468, 0.626254, -0.626254
0.4685, 0.62594, -0.62594
0.469, 0.625628, -0.625628
0.4695, 0.625315, -0.625315
0.47, 0.625002, -0.625002
0.4705, 0.62469, -0.62469
0.471, 0.624378, -0.624378
0.4715, 0.624065, -0.624065
0.472, 0.623754, -0.623754
0.4725, 0.623442, -0.623442
0.473, 0.62313, -0.62313
0.4735, 0.622819, -0.622819
0.474, 0.622507, -0.622507
0.4745, 0.622196, -0.622196
0.475, 0.621885, -0.621885
0.4755, 0.621574, -0.621574
0.476, 0.621263, -0.621263
0.4765, 0.620953, -0.620953
0.477, 0.620643, -0.620643
0.4775, 0.620332, -0.620332
0.478, 0.620022, -0.620022
0.4785, 0.619712, -0.619712
0.479, 0.619402, -0.619402
0.4795, 0.619093, -0.619093
0.48, 0.618783, -0.618783
0.4805, 0.618474, -0.618474
0.481, 0.618165, -0.618165
0.4815, 0.617856, -0.617856
0.482, 0.617547, -0.617547
0.4825, 0.617238, -0.617238
0.483, 0.61693, -0.61693
0.4835, 0.616621, -0.616621
0.484, 0.616313, -0.616313
0.4845, 0.616005, -0.616005
0.485, 0.615697, -0.615697
0.4855, 0.615389, -0.615389
0.486, 0.615082, -0.615082
0.4865, 0.614774, -0.614774
0.487, 0.614467, -0.614467
0.4875, 0.61416, -0.61416
0.488, 0.613853, -0.613853
0.4885, 0.613546, -0.613546
0.489, 0.613239, -0.613239
0.4895, 0.612933, -0.612933
0.49, 0.612626, -0.612626
0.4905, 0.61232, -0.61232
0.491, 0.612014, -0.612014
0.4915, 0.611708, -0.611708
0.492, 0.611402, -0.611402
0.4925, 0.611097, -0.611097
0.493, 0.610791, -0.610791
0.4935, 0.610486, -0.610486
0.494, 0.610181, -0.610181
0.4945, 0.609876, -0.609876
0.495, 0.609571, -0.609571
0.4955, 0.609266, -0.609266
0.496, 0.608962, -0.608962
0.4965, 0.608657, -0.608657
0.497, 0.608353, -0.608353
0.4975, 0.608049, -0.608049
0.498, 0.607745, -0.607745
0.4985, 0.607441, -0.607441
0.499, 0.607137, -0.607137
0.4995, 0.606834, -0.606834
0.5, 0.606531, -0.606531
0.5005, 0.606227, -0.606227
0.501, 0.605924, -0.605924
0.5015, 0.605622, -0.605622
0.502, 0.605319, -0.605319
0.5025, 0.605016, -0.605016
0.503, 0.604714, -0.604714
0.5035, 0.604412, -0.604412
0.504, 0.604109, -0.604109
0.5045, 0.603807, -0.603807
0.505, 0.603506, -0.603506
0.5055, 0.603204, -0.603204
0.506, 0.602902, -0.602902
0.5065, 0.602601, -0.602601
0.507, 0.6023, -0.6023
0.5075, 0.601999, -0.601999
0.508, 0.601698, -0.601698
0.5085, 0.601397, -0.601397
0.509, 0.601096, -0.601096
0.5095, 0.600796, -0.600796
0.51, 0.600496, -0.600496
0.5105, 0.600195, -0.600195
0.511, 0.599895, -0.599895
0.5115, 0.599596, -0.599596
0.512, 0.599296, -0.599296
0.5125, 0.598996, -0.598996
0.513, 0.598697, -0.598697
0.5135, 0.598398, -0.598398
0.514, 0.598098, -0.598098
0.5145, 0.597799, -0.597799
0.515, 0.597501, -0.597501
0.5155, 0.597202, -0.597202
0.516, 0.596903, -0.596903
0.5165, 0.596605, -0.596605
0.517, 0.596307, -0.596307
0.5175, 0.596009, -0.596009
0.518, 0.595711, -0.595711
0.5185, 0.595413, -0.595413
0.519, 0.595115, -0.595115
0.5195, 0.594818, -0.594818
0.52, 0.594521, -0.594521
0.5205, 0.594223, -0.594223
0.521, 0.593926, -0.593926
0.5215, 0.593629, -0.593629
0.522, 0.593333, -0.593333
0.5225, 0.593036, -0.593036
0.523, 0.59274, -0.59274
0.5235, 0.592443, -0.592443
0.524, 0.592147, -0.592147
0.5245, 0.591851, -0.591851
0.525, 0.591555, -0.591555
0.5255, 0.59126, -0.59126
0.526, 0.590964, -0.590964
0.5265, 0.590669, -0.590669
0.527, 0.590373, -0.590373
0.5275, 0.590078, -0.590078
0.528, 0.589783, -0.589783
0.5285, 0.589489, -0.589489
0.529, 0.589194, -0.589194
0.5295, 0.588899, -0.588899
0.53, 0.588605, -0.588605
0.5305, 0.588311, -0.588311
0.531, 0.588017, -0.588017
0.5315, 0.587723, -0.587723
0.532, 0.587429, -0.587429
0.5325, 0.587135, -0.587135
0.533, 0.586842, -0.586842
0.5335, 0.586548, -0.586548
0.534, 0.586255, -0.586255
0.5345, 0.585962, -0.585962
0.535, 0.585669, -0.585669
0.5355, 0.585377, -0.585377
0.536, 0.585084, -0.585084
0.5365, 0.584791, -0.584791
0.537, 0.584499, -0.584499
0.5375, 0.584207, -0.584207
0.538, 0.583915, -0.583915
0.5385, 0.583623, -0.583623
0.539, 0.583331, -0.583331
0.5395, 0.58304, -0.58304
0.54, 0.582748, -0.582748
0.5405, 0.582457, -0.582457
0.541, 0.582166, -0.582166
0.5415, 0.581875, -0.581875
0.542, 0.581584, -0.581584
0.5425, 0.581293, -0.581293
0.543, 0.581003, -0.581003
0.5435, 0.580712, -0.580712
0.544, 0.580422, -0.580422
0.5445, 0.580132, -0.580132
0.545, 0.579842, -0.579842
0.5455, 0.579552, -0.579552
0.546, 0.579262, -0.579262
0.5465, 0.578973, -0.578973
0.547, 0.578683, -0.578683
0.5475, 0.578394, -0.578394
0.548, 0.578105, -0.578105
0.5485, 0.577816, -0.577816
0.549, 0.577527, -0.577527
0.5495, 0.577238, -0.577238
0.55, 0.57695, -0.57695
0.5505, 0.576661, -0.576661
0.551, 0.576373, -0.576373
0.5515, 0.576085, -0.576085
0.552, 0.575797, -0.575797
0.5525, 0.575509, -0.575509
0.553, 0.575222, -0.575222
0.5535, 0.574934, -0.574934
0.554, 0.574647, -0.574647
0.5545, 0.574359, -0.574359
0.555, 0.574072, -0.574072
0.5555, 0.573785, -0.573785
0.556, 0.573498, -0.573498
0.5565, 0.573212, -0.573212
0.557, 0.572925, -0.572925
0.5575, 0.572639, -0.572639
0.558, 0.572353, -0.572353
0.5585, 0.572067, -0.572067
0.559, 0.571781, -0.571781
0.5595, 0.571495, -0.571495
0.56, 0.571209, -0.571209
0.5605, 0.570924, -0.570924
0.561, 0.570638, -0.570638
0.5615, 0.570353, -0.570353
0.562, 0.570068, -0.570068
0.5625, 0.569783, -0.569783
0.563, 0.569498, -0.569498
0.5635, 0.569213, -0.569213
0.564, 0.568929, -0.568929
0.5645, 0.568644, -0.568644
0.565, 0.56836, -0.56836
0.5655, 0.568076, -0.568076
0.566, 0.567792, -0.567792
0.5665, 0.567508, -0.567508
0.567, 0.567225, -0.567225
0.5675, 0.566941, -0.566941
0.568, 0.566658, -0.566658
0.5685, 0.566374, -0.566374
0.569, 0.566091, -0.566091
0.5695, 0.565808, -0.565808
0.57, 0.565525, -0.565525
0.5705, 0.565243, -0.565243
0.571, 0.56496, -0.56496
0.5715, 0.564678, -0.564678
0.572, 0.564396, -0.564396
0.5725, 0.564113, -0.564113
0.573, 0.563831, -0.563831
0.5735, 0.56355, -0.56355
0.574, 0.563268, -0.563268
0.5745, 0.562986, -0.562986
0.575, 0.562705, -0.562705
0.5755, 0.562424, -0.562424
0.576, 0.562142, -0.562142
0.5765, 0.561861, -0.561861
0.577, 0.561581, -0.561581
0.5775, 0.5613, -0.5613
0.578, 0.561019, -0.561019
0.5785, 0.560739, -0.560739
0.579, 0.560459, -0.560459
0.5795, 0.560178, -0.560178
0.58, 0.559898, -0.559898
0.5805, 0.559618, -0.559618
0.581, 0.559339, -0.559339
0.5815, 0.559059, -0.559059
0.582, 0.55878, -0.55878
0.5825, 0.5585, -0.5585
0.583, 0.558221, -0.558221
0.5835, 0.557942, -0.557942
0.584, 0.557663, -0.557663
0.5845, 0.557384, -0.557384
0.585, 0.557106, -0.557106
0.5855, 0.556827, -0.556827
0.586, 0.556549, -0.556549
0.5865, 0.556271, -0.556271
0.587, 0.555993, -0.555993
0.5875, 0.555715, -0.555715
0.588, 0.555437, -0.555437
0.5885, 0.555159, -0.555159
0.589, 0.554882, -0.554882
0.5895, 0.554605, -0.554605
0.59, 0.554327, -0.554327
0.5905, 0.55405, -0.55405
0.591, 0.553773, -0.553773
0.5915, 0.553496, -0.553496
0.592, 0.55322, -0.55322
0.5925, 0.552943, -0.552943
0.593, 0.552667, -0.552667
0.5935, 0.552391, -0.552391
0.594, 0.552114, -0.552114
0.5945, 0.551838, -0.551838
0.595, 0.551563, -0.551563
0.5955, 0.551287, -0.551287
0.596, 0.551011, -0.551011
0.5965, 0.550736, -0.550736
0.597, 0.550461, -0.550461
0.5975, 0.550185, -0.550185
0.598, 0.54991, -0.54991
0.5985, 0.549635, -0.549635
0.599, 0.549361, -0.549361
0.5995, 0.549086, -0.549086
0.6, 0.548812, -0.548812
0.6005, 0.548537, -0.548537
0.601, 0.548263, -0.548263
0.6015, 0.547989, -0.547989
0.602, 0.547715, -0.547715
0.6025, 0.547441, -0.547441
0.603, 0.547168, -0.547168
0.6035, 0.546894, -0.546894
0.604, 0.546621, -0.546621
0.6045, 0.546348, -0.546348
0.605, 0.546074, -0.546074
0.6055, 0.545801, -0.545801
0.606, 0.545529, -0.545529
0.6065, 0.545256, -0.545256
0.607, 0.544983, -0.544983
0.6075, 0.544711, -0.544711
0.608, 0.544439, -0.544439
0.6085, 0.544167, -0.544167
0.609, 0.543894, -0.543894
0.6095, 0.543623, -0.543623
0.61, 0.543351, -0.543351
0.6105, 0.543079, -0.543079
0.611, 0.542808, -0.542808
0.6115, 0.542536, -0.542536
0.612, 0.542265, -0.542265
0.6125, 0.541994, -0.541994
0.613, 0.541723, -0.541723
0.6135, 0.541452, -0.541452
0.614, 0.541182, -0.541182
0.6145, 0.540911, -0.540911
0.615, 0.540641, -0.540641
0.6155, 0.540371, -0.540371
0.616, 0.540101, -0.540101
0.6165, 0.539831, -0.539831
0.617, 0.539561, -0.539561
0.6175, 0.539291, -0.539291
0.618, 0.539021, -0.539021
0.6185, 0.538752, -0.538752
0.619, 0.538483, -0.538483
0.6195, 0.538213, -0.538213
0.62, 0.537944, -0.537944
0.6205, 0.537676, -0.537676
0.621, 0.537407, -0.537407
0.6215, 0.537138, -0.537138
0.622, 0.53687, -0.53687
0.6225, 0.536601, -0.536601
0.623, 0.536333, -0.536333
0.6235, 0.536065, -0.536065
0.624, 0.535797, -0.535797
0.6245, 0.535529, -0.535529
0.625, 0.535261, -0.535261
0.6255, 0.534994, -0.534994
0.626, 0.534726, -0.534726
0.6265, 0.534459, -0.534459
0.627, 0.534192, -0.534192
0.6275, 0.533925, -0.533925
0.628, 0.533658, -0.533658
0.6285, 0.533391, -0.533391
0.629, 0.533125, -0.533125
0.6295, 0.532858, -0.532858
0.63, 0.532592, -0.532592
0.6305, 0.532326, -0.532326
0.631, 0.532059, -0.532059
0.6315, 0.531794, -0.531794
0.632, 0.531528, -0.531528
0.6325, 0.531262, -0.531262
0.633, 0.530996, -0.530996
0.6335, 0.530731, -0.530731
0.634, 0.530466, -0.530466
0.6345, 0.530201, -0.530201
0.635, 0.529935, -0.529935
0.6355, 0.529671, -0.529671
0.636, 0.529406, -0.529406
0.6365, 0.529141, -0.529141
0.637, 0.528877, -0.528877
0.6375, 0.528612, -0.528612
0.638, 0.528348, -0.528348
0.6385, 0.528084, -0.528084
0.639, 0.52782, -0.52782
0.6395, 0.527556, -0.527556
0.64, 0.527292, -0.527292
0.6405, 0.527029, -0.527029
0.641, 0.526765, -0.526765
0.6415, 0.526502, -0.526502
0.642, 0.526239, -0.526239
0.6425, 0.525976, -0.525976
0.643, 0.525713, -0.525713
0.6435, 0.52545, -0.52545
0.644, 0.525187, -0.525187
0.6445, 0.524925, -0.524925
0.645, 0.524663, -0.524663
0.6455, 0.5244, -0.5244
0.646, 0.524138, -0.524138
0.6465, 0.523876, -0.523876
0.647, 0.523614, -0.523614
0.6475, 0.523353, -0.523353
0.648, 0.523091, -0.523091
0.6485, 0.522829, -0.522829
0.649, 0.522568, -0.522568
0.6495, 0.522307, -0.522307
0.65, 0.522046, -0.522046
0.6505, 0.521785, -0.521785
0.651, 0.521524, -0.521524
0.6515, 0.521263, -0.521263
0.652, 0.521003, -0.521003
0.6525, 0.520742, -0.520742
0.653, 0.520482, -0.520482
0.6535, 0.520222, -0.520222
0.654, 0.519962, -0.519962
0.6545, 0.519702, -0.519702
0.655, 0.519442, -0.519442
0.6555, 0.519182, -0.519182
0.656, 0.518923, -0.518923
0.6565, 0.518663, -0.518663
0.657, 0.518404, -0.518404
0.6575, 0.518145, -0.518145
0.658, 0.517886, -0.517886
0.6585, 0.517627, -0.517627
0.659, 0.517368, -0.517368
0.6595, 0.51711, -0.51711
0.66, 0.516851, -0.516851
0.6605, 0.516593, -0.516593
0.661, 0.516335, -0.516335
0.6615, 0.516077, -0.516077
0.662, 0.515819, -0.515819
0.6625, 0.515561, -0.515561
0.663, 0.515303, -0.515303
0.6635, 0.515046, -0.515046
0.664, 0.514788, -0.514788
0.6645, 0.514531, -0.514531
0.665, 0.514274, -0.514274
0.6655, 0.514016, -0.514016
0.666, 0.51376, -0.51376
0.6665, 0.513503, -0.513503
0.667, 0.513246, -0.513246
0.6675, 0.512989, -0.512989
0.668, 0.512733, -0.512733
0.6685, 0.512477, -0.512477
0.669, 0.512221, -0.512221
0.6695, 0.511964, -0.511964
0.67, 0.511709, -0.511709
0.6705, 0.511453, -0.511453
0.671, 0.511197, -0.511197
0.6715, 0.510942, -0.510942
0.672, 0.510686, -0.510686
0.6725, 0.510431, -0.510431
0.673, 0.510176, -0.510176
0.6735, 0.509921, -0.509921
0.674, 0.509666, -0.509666
0.6745, 0.509411, -0.509411
0.675, 0.509156, -0.509156
0.6755, 0.508902, -0.508902
0.676, 0.508648, -0.508648
0.6765, 0.508393, -0.508393
0.677, 0.508139, -0.508139
0.6775, 0.507885, -0.507885
0.678, 0.507631, -0.507631
0.6785, 0.507377, -0.507377
0.679, 0.507124, -0.507124
0.6795, 0.50687, -0.50687
0.68, 0.506617, -0.506617
0.6805, 0.506364, -0.506364
0.681, 0.506111, -0.506111
0.6815, 0.505858, -0.505858
0.682, 0.505605, -0.505605
0.6825, 0.505352, -0.505352
0.683, 0.505099, -0.505099
0.6835, 0.504847, -0.504847
0.684, 0.504595, -0.504595
0.6845, 0.504342, -0.504342
0.685, 0.50409, -0.50409
0.6855, 0.503838, -0.503838
0.686, 0.503586, -0.503586
0.6865, 0.503335, -0.503335
0.687, 0.503083, -0.503083
0.6875, 0.502832, -0.502832
0.688, 0.50258, -0.50258
0.6885, 0.502329, -0.502329
0.689, 0.502078, -0.502078
0.6895, 0.501827, -0.501827
0.69, 0.501576, -0.501576
0.6905, 0.501325, -0.501325
0.691, 0.501075, -0.501075
0.6915, 0.500824, -0.500824
0.692, 0.500574, -0.500574
0.6925, 0.500324, -0.500324
0.693, 0.500074, -0.500074
0.6935, 0.499824, -0.499824
0.694, 0.499574, -0.499574
0.6945, 0.499324, -0.499324
0.695, 0.499074, -0.499074
0.6955, 0.498825, -0.498825
0.696, 0.498576, -0.498576
0.6965, 0.498326, -0.498326
0.697, 0.498077, -0.498077
0.6975, 0.497828, -0.497828
0.698, 0.497579, -0.497579
0.6985, 0.497331, -0.497331
0.699, 0.497082, -0.497082
0.6995, 0.496834, -0.496834
0.7, 0.496585, -0.496585
0.7005, 0.496337, -0.496337
0.701, 0.496089, -0.496089
0.7015, 0.495841, -0.495841
0.702, 0.495593, -0.495593
0.7025, 0.495345, -0.495345
0.703, 0.495098, -0.495098
0.7035, 0.49485, -0.49485
0.704, 0.494603, -0.494603
0.7045, 0.494356, -0.494356
0.705, 0.494109, -0.494109
0.7055, 0.493862, -0.493862
0.706, 0.493615, -0.493615
0.7065, 0.493368, -0.493368
0.707, 0.493121, -0.493121
0.7075, 0.492875, -0.492875
0.708, 0.492628, -0.492628
0.7085, 0.492382, -0.492382
0.709, 0.492136, -0.492136
0.7095, 0.49189, -0.49189
0.71, 0.491644, -0.491644
0.7105, 0.491398, -0.491398
0.711, 0.491153, -0.491153
0.7115, 0.490907, -0.490907
0.712, 0.490662, -0.490662
0.7125, 0.490417, -0.490417
0.713, 0.490171, -0.490171
0.7135, 0.489926, -0.489926
0.714, 0.489682, -0.489682
0.7145, 0.489437, -0.489437
0.715, 0.489192, -0.489192
0.7155, 0.488948, -0.488948
0.716, 0.488703, -0.488703
0.7165, 0.488459, -0.488459
0.717, 0.488215, -0.488215
0.7175, 0.487971, -0.487971
0.718, 0.487727, -0.487727
0.7185, 0.487483, -0.487483
0.719, 0.487239, -0.487239
0.7195, 0.486996, -0.486996
0.72, 0.486752, -0.486752
0.7205, 0.486509, -0.486509
0.721, 0.486266, -0.486266
0.7215, 0.486023, -0.486023
0.722, 0.48578, -0.48578
0.7225, 0.485537, -0.485537
0.723, 0.485294, -0.485294
0.7235, 0.485052, -0.485052
0.724, 0.484809, -0.484809
0.7245, 0.484567, -0.484567
0.725, 0.484325, -0.484325
0.7255, 0.484082, -0.484082
0.726, 0.48384, -0.48384
0.7265, 0.483599, -0.483599
0.727, 0.483357, -0.483357
0.7275, 0.483115, -0.483115
0.728, 0.482874, -0.482874
0.7285, 0.482632, -0.482632
0.729, 0.482391, -0.482391
0.7295, 0.48215, -0.48215
0.73, 0.481909, -0.481909
0.7305, 0.481668, -0.481668
0.731, 0.481427, -0.481427
0.7315, 0.481187, -0.481187
0.732, 0.480946, -0.480946
0.7325, 0.480706, -0.480706
0.733, 0.480465, -0.480465
0.7335, 0.480225, -0.480225
0.734, 0.479985, -0.479985
0.7345, 0.479745, -0.479745
0.735, 0.479505, -0.479505
0.7355, 0.479266, -0.479266
0.736, 0.479026, -0.479026
0.7365, 0.478787, -0.478787
0.737, 0.478547, -0.478547
0.7375, 0.478308, -0.478308
0.738, 0.478069, -0.478069
0.7385, 0.47783, -0.47783
0.739, 0.477591, -0.477591
0.7395, 0.477353, -0.477353
0.74, 0.477114, -0.477114
0.7405, 0.476875, -0.476875
0.741, 0.476637, -0.476637
0.7415, 0.476399, -0.476399
0.742, 0.476161, -0.476161
0.7425, 0.475923, -0.475923
0.743, 0.475685, -0.475685
0.7435, 0.475447, -0.475447
0.744, 0.475209, -0.475209
0.7445, 0.474972, -0.474972
0.745, 0.474734, -0.474734
0.7455, 0.474497, -0.474497
0.746, 0.47426, -0.47426
0.7465, 0.474023, -0.474023
0.747, 0.473786, -0.473786
0.7475, 0.473549, -0.473549
0.748, 0.473312, -0.473312
0.7485, 0.473076, -0.473076
0.749, 0.472839, -0.472839
0.7495, 0.472603, -0.472603
0.75, 0.472367, -0.472367
0.7505, 0.47213, -0.47213
0.751, 0.471894, -0.471894
0.7515, 0.471659, -0.471659
0.752, 0.471423, -0.471423
0.7525, 0.471187, -0.471187
0.753, 0.470952, -0.470952
0.7535, 0.470716, -0.470716
0.754, 0.470481, -0.470481
0.7545, 0.470246, -0.470246
0.755, 0.470011, -0.470011
0.7555, 0.469776, -0.469776
0.756, 0.469541, -0.469541
0.7565, 0.469306, -0.469306
0.757, 0.469072, -0.469072
0.7575, 0.468837, -0.468837
0.758, 0.468603, -0.468603
0.7585, 0.468368, -0.468368
0.759, 0.468134, -0.468134
0.7595, 0.4679, -0.4679
0.76, 0.467666, -0.467666
0.7605, 0.467433, -0.467433
0.761, 0.467199, -0.467199
0.7615, 0.466965, -0.466965
0.762, 0.466732, -0.466732
0.7625, 0.466499, -0.466499
0.763, 0.466266, -0.466266
0.7635, 0.466032, -0.466032
0.764, 0.465799, -0.465799
0.7645, 0.465567, -0.465567
0.765, 0.465334, -0.465334
0.7655, 0.465101, -0.465101
0.766, 0.464869, -0.464869
0.7665, 0.464636, -0.464636
0.767, 0.464404, -0.464404
0.7675, 0.464172, -0.464172
0.768, 0.46394, -0.46394
0.7685, 0.463708, -0.463708
0.769, 0.463476, -0.463476
0.7695, 0.463245, -0.463245
0.77, 0.463013, -0.463013
0.7705, 0.462782, -0.462782
0.771, 0.46255, -0.46255
0.7715, 0.462319, -0.462319
0.772, 0.462088, -0.462088
0.7725, 0.461857, -0.461857
0.773, 0.461626, -0.461626
0.7735, 0.461395, -0.461395
0.774, 0.461165, -0.461165
0.7745, 0.460934, -0.460934
0.775, 0.460704, -0.460704
0.7755, 0.460473, -0.460473
0.776, 0.460243, -0.460243
0.7765, 0.460013, -0.460013
0.777, 0.459783, -0.459783
0.7775, 0.459553, -0.459553
0.778, 0.459324, -0.459324
0.7785, 0.459094, -0.459094
0.779, 0.458865, -0.458865
0.7795, 0.458635, -0.458635
0.78, 0.458406, -0.458406
0.7805, 0.458177, -0.458177
0.781, 0.457948, -0.457948
0.7815, 0.457719, -0.457719
0.782, 0.45749, -0.45749
0.7825, 0.457261, -0.457261
0.783, 0.457033, -0.457033
0.7835, 0.456804, -0.456804
0.784, 0.456576, -0.456576
0.7845, 0.456348, -0.456348
0.785, 0.45612, -0.45612
0.7855, 0.455892, -0.455892
0.786, 0.455664, -0.455664
0.7865, 0.455436, -0.455436
0.787, 0.455208, -0.455208
0.7875, 0.454981, -0.454981
0.788, 0.454753, -0.454753
0.7885, 0.454526, -0.454526
0.789, 0.454299, -0.454299
0.7895, 0.454072, -0.454072
0.79, 0.453845, -0.453845
0.7905, 0.453618, -0.453618
0.791, 0.453391, -0.453391
0.7915, 0.453165, -0.453165
0.792, 0.452938, -0.452938
0.7925, 0.452712, -0.452712
0.793, 0.452485, -0.452485
0.7935, 0.452259, -0.452259
0.794, 0.452033, -0.452033
0.7945, 0.451807, -0.451807
0.795, 0.451581, -0.451581
0.7955, 0.451356, -0.451356
0.796, 0.45113, -0.45113
0.7965, 0.450904, -0.450904
0.797, 0.450679, -0.450679
0.7975, 0.450454, -0.450454
0.798, 0.450229, -0.450229
0.7985, 0.450003, -0.450003
0.799, 0.449779, -0.449779
0.7995, 0.449554, -0.449554
0.8, 0.449329, -0.449329
0.8005, 0.449104, -0.449104
0.801, 0.44888, -0.44888
0.8015, 0.448655, -0.448655
0.802, 0.448431, -0.448431
0.8025, 0.448207, -0.448207
0.803, 0.447983, -0.447983
0.8035, 0.447759, -0.447759
0.804, 0.447535, -0.447535
0.8045, 0.447312, -0.447312
0.805, 0.447088, -0.447088
0.8055, 0.446864, -0.446864
0.806, 0.446641, -0.446641
0.8065, 0.446418, -0.446418
0.807, 0.446195, -0.446195
0.8075, 0.445972, -0.445972
0.808, 0.445749, -0.445749
0.8085, 0.445526, -0.445526
0.809, 0.445303, -0.445303
0.8095, 0.445081, -0.445081
0.81, 0.444858, -0.444858
0.8105, 0.444636, -0.444636
0.811, 0.444413, -0.444413
0.8115, 0.444191, -0.444191
0.812, 0.443969, -0.443969
0.8125, 0.443747, -0.443747
0.813, 0.443525, -0.443525
0.8135, 0.443304, -0.443304
0.814, 0.443082, -0.443082
0.8145, 0.442861, -0.442861
0.815, 0.442639, -0.442639
0.8155, 0.442418, -0.442418
0.816, 0.442197, -0.442197
0.8165, 0.441976, -0.441976
0.817, 0.441755, -0.441755
0.8175, 0.441534, -0.441534
0.818, 0.441313, -0.441313
0.8185, 0.441093, -0.441093
0.819, 0.440872, -0.440872
0.8195, 0.440652, -0.440652
0.82, 0.440432, -0.440432
0.8205, 0.440211, -0.440211
0.821, 0.439991, -0.439991
0.8215, 0.439772, -0.439772
0.822, 0.439552, -0.439552
0.8225, 0.439332, -0.439332
0.823, 0.439112, -0.439112
0.8235, 0.438893, -0.438893
0.824, 0.438673, -0.438673
0.8245, 0.438454, -0.438454
0.825, 0.438235, -0.438235
0.8255, 0.438016, -0.438016
0.826, 0.437797, -0.437797
0.8265, 0.437578, -0.437578
0.827, 0.437359, -0.437359
0.8275, 0.437141, -0.437141
0.828, 0.436922, -0.436922
0.8285, 0.436704, -0.436704
0.829, 0.436486, -0.436486
0.8295, 0.436267, -0.436267
0.83, 0.436049, -0.436049
0.8305, 0.435831, -0.435831
0.831, 0.435613, -0.435613
0.8315, 0.435396, -0.435396
0.832, 0.435178, -0.435178
0.8325, 0.434961, -0.434961
0.833, 0.434743, -0.434743
0.8335, 0.434526, -0.434526
0.834, 0.434309, -0.434309
0.8345, 0.434091, -0.434091
0.835, 0.433874, -0.433874
0.8355, 0.433658, -0.433658
0.836, 0.433441, -0.433441
0.8365, 0.433224, -0.433224
0.837, 0.433008, -0.433008
0.8375, 0.432791, -0.432791
0.838, 0.432575, -0.432575
0.8385, 0.432359, -0.432359
0.839, 0.432142, -0.432142
0.8395, 0.431926, -0.431926
0.84, 0.431711, -0.431711
0.8405, 0.431495, -0.431495
0.841, 0.431279, -0.431279
0.8415, 0.431063, -0.431063
0.842, 0.430848, -0.430848
0.8425, 0.430633, -0.430633
0.843, 0.430417, -0.430417
0.8435, 0.430202, -0.430202
0.844, 0.429987, -0.429987
0.8445, 0.429772, -0.429772
0.845, 0.429557, -0.429557
0.8455, 0.429343, -0.429343
